Indonesia,Simalungun
menumbuk,"manduda 
"
menumbuk,manondol
menumbuk,manondol 
menumbuk,manrombuk
menumbuk,"manrombuk 
"
menumbuk padi,bilbil
menumpah,manungkaphon
menumpah,manungkaphon 
menumpahkan,"mandungkaphon 
"
menumpuk,magugun
menumpuk margugun,magugun 
menunduk,maunduk
menunduk,"maunduk 
"
menundukkan,maniashon
menundukkan,maniashon 
menundukkan,paundukhon
menundukkan,paundukhon 
menunggang,"mangajak 
"
menunggangi,mangajaki 
menungging,mambungkil 
menungging,maunggilhon 
menunggingi,mambungkili 
menunggu,habaru
menunggu orang sakit,habaru
menunggui,paimahon
menunggui,paimahon 
menunjuk,manuduh
menunjuk,manulduk 
menunjukkan,patuduhkon
menunjukkan,patuduhkon 
menuntun,mantata 
menurun,manurun
menuruni,manuruni
menuruni,manuruni 
menurunkan,marondoh
menurunkan,paturunhon
menurunkan emosi,"marondoh 
"
menusuk,manojok
menusuk,manojok 
menusuk,manusuk
menusuk,manusuk 
menusukkan,manusukhon 
menutup,mananggum
menutup,mananggum 
menutup,manangkup
menutup,manangkup 
menutup,manongom
menutup,manongom 
menutup,manrungkub
menutup,manutup 
menutup,marrongkob
menutup muka,solam
menutup muka dengan kain seperti orang mau hipnotis,solam
menutup rungkub,marrongkob 
menutupi,manangkobi
menutupi,manangkupi
menutupi,manangkupi 
menutupi sangkot,manangkobi 
menutupkan,manangkuphon
menuturkan,manuturhon 
menyabit,manabi
menyabit,manabi 
menyabun,manabun 
menyabung,manabung
menyabung,manabung 
menyadap,manderes
menyadap,"maragad 
"
menyakiti,"mangodar 
"
menyala,gajag
menyalahi,maningkali 
menyalahkan,maningkalhon
menyalahkan,maningkalhon 
menyalahkan,manlepakkon
menyalahkan,manlepakkon 
menyalahkan,pasalahkon
menyalahkan,pasalahkon 
menyalak,morong
menyalakan,"mannahiti 
"
menyalin,manalin
menyalin,manalin 
menyamar,ilog
menyambar,manangkis
menyambar,"manangkis 
"
menyambung,maubung
menyambung,maubung 
menyambung,maubunghon
menyambung,maubunghon 
menyambut,mangaloalo
menyambut,mangaloalo 
menyampai,pasampeihon 
menyampaikan,mandashon
menyampaikan,mandashon 
menyampaikan,pasahathon
menyampaikan,pasahathon 
menyangka,manugat
menyangka,manugat 
menyangkut,manangkothon
menyangkut,manangkothon 
menyantani,manantani
menyantani,manantani 
menyanyi,mandoding
menyanyikan,"mandodingkon 
"
menyapih,mangampul
menyapih ampul,mangampul 
menyapu,haer
menyapu,manapu 
menyapu,matunila
menyapu,matunila 
menyaring,manayoh 
menyarung,manghiouhon 
menyarungi,manarungi
menyarungi,manarungi 
menyarungi,manghioui 
menyate,manatei 
menyatukan,pasadahon 
menyayangi,mangholongi 
menyayangkan,manoyahon
menyayangkan,manoyahon 
menyayat,manayat
menyayat,manayat 
menyayur,marlowoh
menyayur,marlowoh 
menyebabkan pening,"pingoran 
"
menyebar,manegei 
menyebarkan,manegeihon 
menyebut,manobut
menyebutkan,manobuthon 
menyegani,manogani
menyegani,manogani 
menyejukkan,lamlam
menyekolah,pasikolahkon
menyekolah,pasikolahkon 
menyelam,marhonong
menyelam,marhonong 
menyelami,manghonongi
menyelami,manghonongi 
menyelesaikan,mandobhon
menyelesaikan,pasaheihon
menyelesaikan,pasaheihon 
menyelesaikan,pasiaphon
menyelesaikan,pasiaphon 
menyelimut,"Batak 
manguloskon "
menyelimuti,manalimuti
menyelimuti,manalimuti 
menyelimuti,manggobari
menyelimuti,mangulosi 
menyelimutkan,manabeihon
menyelimutkan,manabeihon 
menyelipkan,maniliphon 
menyelipkan,manolathon
menyelipkan,manolathon 
menyemai,manamei
menyemai samih,manamei 
menyembah,manrogop 
menyembah,manumbah
menyembah,manumbah 
menyembam,manombam
menyembam,manombam 
menyembam,manumsam
menyembam,manumsam 
menyembelih,"gorok 
manekoh "
menyembelih,managil 
menyembelih,manekoh
menyembelih,manghoyok 
menyembelih,manigoh
menyembelih,manigoh 
menyembuh,manghuyahon
menyembuh,manghuyahon 
menyembuh,pamalumkon
menyembunyi,mangiloghon 
menyembunyikan,punuk
menyembunyikan kepala (seperti kura),punuk
menyembur,manampik
menyembur,manampik 
menyemir,manimir 
menyempat,manompathon
menyempat,manompathon 
menyempiti,manosoti 
menyempitkan,pasompithon 
menyendok,"manonduk 
"
menyengat,manorod
menyengat,manorod 
menyengat menyengat,dongot
menyengsarakan dahal,"madagoskon 
"
menyentak,marrota
menyentak,marrota 
menyentakkan,mauntorhon 
menyentuh,mandorab
menyentuh,mandorab 
menyentuh,manumbuk
menyentuh,manumbuk 
menyentuhkan,mandaiskon 
menyepak,mabintih 
menyepak,"manipak 
"
menyepakkan,manipakhon 
menyepatui,manipatui
menyepatui,manipatui 
menyepuh,manopuh 
menyepuhkan,pasopuhkon
menyepuhkan,pasopuhkon 
menyerah,mangondos
menyerah,mangondos 
menyerah,mangondoskon
menyerah,mangondoskon 
menyerahi,mangondosi
menyerahi,mangondosi 
menyerakkan,manartarhon
menyerakkan,manartarhon 
menyergap,mamolgap
menyergap,mamolgap 
menyergap,"maningkup 
"
menyerong,manayung 
menyerongkan,pasayunghon
menyerongkan,pasayunghon 
menyerupai bubu,mabubu 
menyesak,manosak 
menyesakkan,manosakhon
menyesakkan,manosakhon 
menyesal,"manosal 
"
menyesatkan,"mangkahoukon 
"
menyetubuhi,maneteti
menyetubuhi,maneteti 
menyewa,manasih 
menyiang rumput dengan kiskis,"mangkiskis 
"
menyibak,manebak
menyibak,manebak 
menyibakkan,manebakhon
menyibakkan sebe,manebakhon 
menyiksa,mangarsik 
menyimpan,mamonopkon
menyimpan,mamonopkon 
menyimpan dalam peti,"mamotihon 
"
menyimpang,dempar
menyimpang,lembang
menyindir,mampantuni
menyindir,"mampantuni 
"
menyindir,manember 
menyinggah,pasinggahkon
menyinggah,pasinggahkon 
menyinggahi,maninggahi
menyinggahi,maninggahi 
menyirat,manorot
menyirat,manorot 
menyirih,mardemban 
menyirihi,mardembani 
menyisakan,manodeihon
menyisakan,manodeihon 
menyisakan,manuleihon
menyisakan,manuleihon 
menyisakan,pasisahon
menyisakan,pasisahon 
menyisip,manolot 
menyisip,maulbuk
menyisip,maulbuk 
menyisipkan,manolothon 
menyisir,manurui 
menyodorkan,manurdukhon
menyodorkan,manurdukhon 
menyodorkan tiga,mantidurhon 
menyokong,manungkol 
menyuap,manisip 
menyuap,manulang 
menyuapi,manulangi 
menyuarakan,manorahon 
menyudahi,padophon
menyudahi,padophon 
menyumbat,manumpol
menyumbat,manumpol 
menyumpah,mambija
menyumpah,mambija 
menyumpit,maultop
menyumpit,maultop 
menyunat,manunat 
menyuntik,manurgis
menyuntik,manurgis 
menyuruh,manuruh
menyuruh,manuruh 
menyuruk,manuruk
menyuruk,manuruk 
menyurutkan,paundurhon 
menyusahkan,galegei
meraba,dadap 
meraba,mandadap 
meracun,manantou
meracun,manantou 
meracun,manorlup 
meracuni,manantoui
meracuni,manantoui 
merah,Adjective
merah,gerger
merajuk,golut
merajuk,margoni 
merajuk,pungil
meramal,liatliatan
meramal,manondung 
meramal,manrasi
meramal,manrasi 
merambas,manrampak
merambas,manrampak 
merampas,"manrampas 
"
merana,gawah
merangkak,gapang
merangkak,manggawang
merangkak,manggawang 
merangkaki,manggawangi
merangkaki,manggawangi 
merantau,manrantau
merantau,manrantau 
merantau,marlajang 
merapatkan,mangardahkon
merapatkan,mangardahkon 
merapatkan,pasobathon 
merasa,marhasap 
merasa,sobalan
merasa beruntung,labas
merasa bosan,sobalan 
merasa pegal,ngayotan 
meratakan,dos  
meratap,malidung 
meraung,aucang
meraung,doruh 
meraung,mandoruh
meraung,mandoruh 
meraut,arid
merayap,majulur
merayap,"majulur 
"
merdu,lur
merdu,rogou
merebahkane,malepethon
merebus,mambolgang
merebus,mambolgang 
mereka,sidea
merekatkan,parohat   
merendam,manronjam
mereng,maganggangkon 
merenggang,marganggang 
merenggangi,maganggangi 
merenguk,gorbong
merenguk seperti ayam sakit,gorbong
merenung memandang ke bawah,lempe
merepet,gait
merepet,gapgap
meresahkan,mamengashon
meresahkan,mamengashon 
meresap,sorap
meresapkan,manoraphon
meresapkan,manoraphon 
meretak,masirgang
meretak siri,masirgang 
meretakkan,manirganghon
meretakkan,manirganghon 
meretakkan,pasikahkon
meretakkan,pasikahkon 
meretas,manastas
meretas,manastas 
meriah,bosar
meriah,mariah
meriah,rami
meriah; ramai yang bersifat suka ria maridi   [maridi]   v   mandi,mariah
merimbun,manabun
merimbun,manabun 
meringis,iha
meringis (seperti suara kuda),iha
merintih,marinih 
merintis,manrintis 
merobek,manirak 
merobek,nirak 
merobekkan,manirakhon 
merokok,"manrohok 
"
meronta,gapas
meronta,maregas
meronta,untalas
meronta- ronta karena sesuatu,maregas
merotan,marhotang  
merpati,asas
merpati,darapati
mertua,makkela 
mertua,simatua
merubah,marsiubah 
merugi,imbuh
merusakkan diri,heja
merusakkan diri sendiri; menghancurkan atau tidak menghargai diri sendiri,heja
mesiu,bolajat
mesiu,ubat
meskipun,agepe
mesti,tomulang
meterai,tara
mewajibkan,mawajiphon 
miang,rogon
milik,gotong
mimis,mimis
mimpi,dihir
mimpi,nipi
mimpi;  sesuatu  yang dialami dalam tidur,nipi
minta,pindo
minum,inum
minum,manibur
minum,manibur 
minum,"markopi 
"
minum,minum
minum,sibur
minum,sobur
minum (binatang),sibur
minum (digunakan pada anak-anak),mimik
minum (tentang binatang),sobur
minuman,inumon 
minyak,minak
minyak obat,jobat
miring,andar
miring,miling
miring,sandur
miring,seder
miring,teleng
miring (tentang pohon),sandur
mirip-mirip,songon-songon
miskin,bajor
miskin,musil
miskin,pogos
miskin,sombuh
modal,tunggul
modal berjudi,judihonon 
moga,adatua
moga,idahidahansi
moga-moga,adatua
moncong,unsum
montok,getek
montok,palkus
monyet,bongkala
motor,motor
mual,moak
muara sungai,tinada
muat,muat
muat,siat
muda,muda
muda,poso
mudah,andohar
mudah,limitlimit
mudah,muyun
mudah,ra
mudah goyang karena dangkal di- pancangkan,limitlimit
mudah marah,galak
mudah- mudahan,andohar
mudah tersinggung,sigi
mudah-mudahan,ra
mufakat,ariharih
mujur; beruntung,mokor
muka,alub
muka,bohi
mukanya lembam,sangir
mukanya lembam dan darah keluar dari hidung,sangir
mulai,mungkah
mulai,pungkah
mulai,toha
mulai busuk,muap
mulai lembek,madoluh 
mulia,bahuta
mulia,hidorat
mulia,marsangap 
mulia,mulia
mulia,tunggung
mulia; ,mulia
muliakan,pasangap
mulut,baba
mulut,bahah
mulut,ngem
mulut kotor,ursam
mulut kotor (karena berbicara tidak pantas),ursam
muncul,timbuk
mundur,hasundaran
mundur,mundar
mundur,sundar
mundur,undar
mungkin,atak
mungkin,atik
muntah,moyak
muntah,mutah
muntah,ursak
muntah,utah
muntah,utah 
muntah (tentang anak bayi),ursak
muntah bayi,intar
murah,minar
murah,murah
murah,urah
muram,bundong
musang,Ry
musang,galot
musang,sidungari
musang,tampulak
musibah,bala
musim,adar
musim,hagar
musim,musim
musim hagoan → hagou hagonap → haganup,hagar
musim peralihan hujan ke,nolang
musnah,popor
musti,ningon
musuh,goraha
musuh,musuh
nabi,nabi
nafsu,kahul
naga,naga
naik,ajak
naik,bubung
naik,naik
nakal,jahil
nakal,jongak
nakal; jahat,jongak
nama,bajalinggei
nama,bataraguru
nama,buar
nama,burtaburta
nama,dilah
nama,goran
nama,goringgoring
nama,hudon
nama,naga
nama,nanggalutu
nama,palionggang
nama,pora
nama,rajamantan
nama,rampasbire
nama,rangin
nama,riang
nama,roba
nama,sima
nama,simartolu
nama,simarumbalang
nama,singgohgoh
nama,singguboh
nama,sorigudam
nama,tabar
nama,tanggopul
nama,tawei
nama,tingtingbah
nama bagian dari,suha
"nama bagian dari marga Simalungun, yaitu Purba Dasuha (laki-laki) dan Boru Suha (perempuan)",suha
nama batu,rampah
nama batu atau kayu yang dibuat ber- bentuk empat persegi,rampah
nama bunga,ruhu
nama daerah,bajalinggei
nama daerah di Simalungun,Sidamanik
nama desa,nagaraja
nama desa yang dibentuk dari kata nagori dan raja yang berarti benua raja atau kampung raja,nagaraja
nama dewa,bataraguru
nama hari,rabu
nama hari kedua,suma
nama jenis bambu,soma
nama jenis bambu yang besar dan tinggi,soma
nama jenis kayu,jati
nama kampung,bandar
nama kampung,hinalang
nama kampung di Dolok Silau,barubei
nama kampung yang terdapat di Kecamatan Raya,longkung
nama kayu,hasupat
nama kehormatan,sang
nama kerbau dalam cerita Raja  Negeri Raya,nanggalutu
nama marga,tondang
nama marga (bagian dari marga Purba),tondang
nama orang,jonaha
nama orang pintar (pandai seperti Abu Nawas) dalam cerita Simalungun,jonaha
nama penyakit,alumalum
nama per,sundalap
nama per- kakas rumah,sundalap
nama salah satu,girsang
nama salah satu kampung di Raya,Limag
nama salah satu marga di simalungun,girsang
nama satu,burihan
nama satu kampung di Raya,burihan
nama se,sindulpak
"nama se- jenis pohon, getahnya pahit dan baik untuk obat gigi yang sakit",sindulpak
nama sebuah,gajing
nama sebuah,nagur
nama sebuah,soirgaga
nama sebuah kampung di Simalungun,gajing
nama sebuah kerajaan dahulu kala,nagur
nama sebuah sungai yang terdapat di sebuah desa di Simalungun,soirgaga
nama sejenis,adoyup
nama sejenis,alim
nama sejenis,alingit
nama sejenis,banitan
nama sejenis,boliala
nama sejenis,gira
nama sejenis,hatarum
nama sejenis,hirlang
nama sejenis,indot
nama sejenis,jia
nama sejenis,kiung
nama sejenis,lasuan
nama sejenis,linggarei
nama sejenis,lopei
nama sejenis,pamal
nama sejenis,papaga
nama sejenis,pidoras
nama sejenis,rab
nama sejenis,ranggas
nama sejenis,sibarou
nama sejenis,sihampir
nama sejenis,sihiap
nama sejenis,sihilang
nama sejenis,sihorhor
nama sejenis,silanton
nama sejenis,silastom
nama sejenis,singkam
nama sejenis,sio
nama sejenis,sohit
nama sejenis,songkak
nama sejenis,sorlup
nama sejenis,sosopan
nama sejenis,suawa
nama sejenis,sugui
nama sejenis,suyuk
nama sejenis,tambos
nama sejenis,tanggian
nama sejenis,tarasih
nama sejenis,tatada
nama sejenis,tiptip
nama sejenis,tobayas
nama sejenis,tuldik
nama sejenis,undalap
nama sejenis,undalit
nama sejenis binatang,hulihap
nama sejenis binatang,sugui
nama sejenis binatang penyengat,gocam
nama sejenis bunga,sitalasari
nama sejenis burung,gimbal
nama sejenis burung,goli
nama sejenis burung,linggarei
nama sejenis burung,pisi
nama sejenis burung,tingtingbah
nama sejenis burung,tiptip
nama sejenis burung,tittit
nama sejenis burung,tuldik
nama sejenis burung berparuh panjang dan pengisap bunga,tarasih
nama sejenis burung kecil,tittit
nama sejenis burung yang dapat terbang dengan sangat kencang,pidoras
nama sejenis burung yang terbang bergerom- bol yang datangnya bermusim (saat tertentu),pamal
nama sejenis burung; tiung (semacam burung),kiung
nama sejenis dedaunan,silamlambau
nama sejenis ikan gabus,itok
"nama sejenis ikan sungai, badannya besar, mulutnya lebar, dan ada garis pinggangnya, serta mau me- nangkap dan memakan ikan kecil",sibarou
nama sejenis ikan tawar yang hidup di danau atau di rawa,undalap
nama sejenis kain,goda
nama sejenis kain,lasuan
nama sejenis kain yang selalu diletakkan di kepala,jungjung
nama sejenis kayu,bajor
nama sejenis kayu,dosih
nama sejenis kayu,hurungantondei
nama sejenis kayu,loba
nama sejenis kayu,losa
nama sejenis kayu,rahu
nama sejenis kayu,silastom
nama sejenis kayu,tatada
nama sejenis kayu,undalit
nama sejenis kayu besar dan dibuat jadi kayu bangunan,simartolu
nama sejenis kayu keras,hatarum
nama sejenis kayu lembek dan buahnya yang matang berasa manis sehingga disukai anak-anak,sosopan
nama sejenis kayu yang batangnya lembek dan tidak bagus untuk bahan bangunan,songkak
nama sejenis kayu yang bergetah,rahu
nama sejenis labu,gundur
nama sejenis lumut yang berbentuk tali,singgohgoh
"nama sejenis lumut, hidup di batu padas",sorigudam
nama sejenis padi,boliala
nama sejenis pakis kayu yang dapat dibuat tiang gubuk,tanggian
nama sejenis perangkap ikan,suyuk
nama sejenis permainan judi,joir
nama sejenis pohon,alingit
nama sejenis pohon,goringgoring
"nama sejenis pohon berduri, dahan dan rantingnya jarang, dan buahnya kecil-kecil di- makan burung",simarpaman
nama sejenis pohon kayu besar,rajamantan
nama sejenis pohon kayu keras yang getah kulitnya merah dan dibuat menjadi kuah masakan ayam,singkam
nama sejenis pohon kayu yang buahnya selalu dipakai untuk peluru mainan anak-anak,singguboh
"nama sejenis pohon kayu, batangnya bagus dibuat tiang karena tahan dalam tanah",simarumbalang
"nama sejenis pohon yang tidak besar, daunnya berwarna merah dan dapat dijadikan obat",silanton
nama sejenis racun (binatang),sorlup
nama sejenis rumput,onong
nama sejenis rumput,ranggas
nama sejenis rumput,salohot
nama sejenis rumput,sihampir
nama sejenis rumput,sihiap
nama sejenis rumput,sihid
nama sejenis rumput air,sihid
nama sejenis rumput ilalang,palionggang
nama sejenis rumput yang,simargalunggung
nama sejenis rumput yang dapat digunakan untuk obat,suawa
nama sejenis rumput yang daunnya dapat di- jadikan obat,sihorhor
nama sejenis rumput yang daunnya selalu dibuat untuk obat,simargalunggung
nama sejenis rumput yang pahit dan dapat dijadikan sayur,papaga
nama sejenis tanaman hutan,tambos
nama sejenis tanaman yang,tangkul
nama sejenis tebu,sihilang
nama sejenis tikus kecil,hirlang
nama sejenis tumbuhan,adoyup
nama sejenis tumbuhan,indot
nama sejenis tumbuhan di hutan,rimas
nama sejenis tumbuhan labu,tabu
nama sejenis tumbuh-tumbuhan,burtaburta
nama sejenis tumbuh-tumbuhan,rampasbire
nama sejenis tumbuh-tumbuhan yang bentuk batangnya seperti tali dan berduri,sohit
nama sejenis ular,tobayas
nama sungai,bahapal
nama tumbuhan,batamagaluni
nama tumbuhan untuk obat,alumalum
nanah,dangi
nanah,nanah
nanah mayat,danei
nangka,nangka
nanti,holi
nanti,magira
napas,hosah
napas kelelahan,hoih
nasehat,ajar
nasi,indahan
nasi,sidabuhan
nasi,sulang
nasi lembek,hulba
nasib,lajang
nasib,okang
nasib,rongkap
nasib,sibaran
nasib-nasiban,lajang
nasihat,lumba
nasihat,poda
nasihat,suku
nasihatkan,palumba
nasihatkan,palumba 
nenas,anas
nenas,honas
nenek,tutua
neraca; timbangan,dosing
ni pulau,pulou
niat,niat
niat; hajat,niat
nibung,libung
nila,itom
nipah,ipah
nira,aduri
nira,nira
nira (pohon nyiru besar),aduri
Noun,gukgukan
num jumlah bilangan,buei
nya,ni
"nya; bentuk terikat yang merupakan varian pronomina persona dia dan pronomina benda yang menyatakan milik, pelaku, atau penerima",ni
nyala,nahit
nyala kecil,gara
nyaman,gehkon
nyamuk,rongit
nyamuk,siranggang
nyanyian,doding
nyanyian,horleito
nyanyian orang yang mengasuh bayi,horleito
nyaring,palget
nyaring,sihil
nyaring,tiur
nyaring (menggelikan telinga),sihil
nyaring: naring sorani suaranya nyaring,naring
nyaris,minggip
nyaris,ombis
nyaris,singgip
nyaris (tentang sesuatu yang membahayakan),ombis
nyata,nata
